alert_id,account_id,alert_type,risk_level,description,metric_value,threshold_value,baseline_value,time_period,timestamp
VEL-011818,RNG824020,HIGH_DAILY_AMOUNT,high,"High daily amount: $101,770.54 (threshold: $50,000.00)",101770.54,50000.0,97132.99910891088,daily,2024-03-31
VEL-011819,RNG824020,HIGH_DAILY_AMOUNT,critical,"High daily amount: $176,136.94 (threshold: $50,000.00)",176136.94,50000.0,97132.99910891088,daily,2024-04-02
VEL-011820,RNG824020,HIGH_DAILY_AMOUNT,high,"High daily amount: $134,624.60 (threshold: $50,000.00)",134624.6,50000.0,97132.99910891088,daily,2024-04-12
VEL-011821,RNG824020,HIGH_DAILY_AMOUNT,high,"High daily amount: $101,590.94 (threshold: $50,000.00)",101590.94,50000.0,97132.99910891088,daily,2024-04-20
VEL-011822,RNG824020,HIGH_DAILY_AMOUNT,medium,"High daily amount: $93,146.88 (threshold: $50,000.00)",93146.87999999999,50000.0,97132.99910891088,daily,2024-04-21
VEL-011823,RNG824020,HIGH_DAILY_AMOUNT,medium,"High daily amount: $66,082.57 (threshold: $50,000.00)",66082.57,50000.0,97132.99910891088,daily,2024-05-02
VEL-011824,RNG824020,HIGH_DAILY_AMOUNT,high,"High daily amount: $128,066.53 (threshold: $50,000.00)",128066.53,50000.0,97132.99910891088,daily,2024-05-04
VEL-011825,RNG824020,HIGH_DAILY_AMOUNT,high,"High daily amount: $119,470.17 (threshold: $50,000.00)",119470.17,50000.0,97132.99910891088,daily,2024-05-05
VEL-011826,RNG824020,HIGH_DAILY_AMOUNT,high,"High daily amount: $104,832.58 (threshold: $50,000.00)",104832.58,50000.0,97132.99910891088,daily,2024-05-06
VEL-011827,RNG824020,HIGH_DAILY_AMOUNT,high,"High daily amount: $142,735.86 (threshold: $50,000.00)",142735.86,50000.0,97132.99910891088,daily,2024-05-08
VEL-011828,RNG824020,HIGH_DAILY_AMOUNT,medium,"High daily amount: $69,575.80 (threshold: $50,000.00)",69575.8,50000.0,97132.99910891088,daily,2024-05-19
VEL-011829,RNG824020,HIGH_DAILY_AMOUNT,medium,"High daily amount: $79,496.26 (threshold: $50,000.00)",79496.26,50000.0,97132.99910891088,daily,2024-05-22
VEL-011830,RNG824020,HIGH_DAILY_AMOUNT,medium,"High daily amount: $85,419.43 (threshold: $50,000.00)",85419.43,50000.0,97132.99910891088,daily,2024-05-23
VEL-011831,RNG824020,HIGH_DAILY_AMOUNT,high,"High daily amount: $128,089.99 (threshold: $50,000.00)",128089.99,50000.0,97132.99910891088,daily,2024-05-24
VEL-011832,RNG824020,HIGH_DAILY_AMOUNT,critical,"High daily amount: $170,770.54 (threshold: $50,000.00)",170770.54,50000.0,97132.99910891088,daily,2024-05-28
VEL-011833,RNG824020,HIGH_DAILY_AMOUNT,medium,"High daily amount: $91,847.13 (threshold: $50,000.00)",91847.13,50000.0,97132.99910891088,daily,2024-06-09
VEL-011834,RNG824020,HIGH_DAILY_AMOUNT,medium,"High daily amount: $88,139.42 (threshold: $50,000.00)",88139.42,50000.0,97132.99910891088,daily,2024-06-11
VEL-011835,RNG824020,HIGH_DAILY_AMOUNT,critical,"High daily amount: $214,510.33 (threshold: $50,000.00)",214510.33000000002,50000.0,97132.99910891088,daily,2024-06-16
VEL-011836,RNG824020,HIGH_DAILY_AMOUNT,high,"High daily amount: $107,242.52 (threshold: $50,000.00)",107242.52,50000.0,97132.99910891088,daily,2024-06-18
VEL-011837,RNG824020,HIGH_DAILY_AMOUNT,high,"High daily amount: $109,730.75 (threshold: $50,000.00)",109730.75,50000.0,97132.99910891088,daily,2024-06-19
VEL-011838,RNG824020,HIGH_DAILY_AMOUNT,critical,"High daily amount: $433,316.25 (threshold: $50,000.00)",433316.25,50000.0,97132.99910891088,daily,2024-06-21
VEL-011839,RNG824020,HIGH_DAILY_AMOUNT,medium,"High daily amount: $66,090.57 (threshold: $50,000.00)",66090.57,50000.0,97132.99910891088,daily,2024-06-22
VEL-011840,RNG824020,HIGH_DAILY_AMOUNT,high,"High daily amount: $104,489.15 (threshold: $50,000.00)",104489.15000000001,50000.0,97132.99910891088,daily,2024-06-27
VEL-011841,RNG824020,HIGH_DAILY_AMOUNT,high,"High daily amount: $131,391.90 (threshold: $50,000.00)",131391.9,50000.0,97132.99910891088,daily,2024-06-28
VEL-011842,RNG824020,HIGH_DAILY_AMOUNT,medium,"High daily amount: $87,718.37 (threshold: $50,000.00)",87718.37,50000.0,97132.99910891088,daily,2024-07-04
VEL-011843,RNG824020,HIGH_DAILY_AMOUNT,medium,"High daily amount: $89,935.43 (threshold: $50,000.00)",89935.43,50000.0,97132.99910891088,daily,2024-07-08
VEL-011844,RNG824020,HIGH_DAILY_AMOUNT,medium,"High daily amount: $74,155.11 (threshold: $50,000.00)",74155.11,50000.0,97132.99910891088,daily,2024-07-17
VEL-011845,RNG824020,HIGH_DAILY_AMOUNT,medium,"High daily amount: $74,489.14 (threshold: $50,000.00)",74489.14,50000.0,97132.99910891088,daily,2024-07-23
VEL-011846,RNG824020,HIGH_DAILY_AMOUNT,medium,"High daily amount: $78,990.67 (threshold: $50,000.00)",78990.67,50000.0,97132.99910891088,daily,2024-07-27
VEL-011847,RNG824020,HIGH_DAILY_AMOUNT,medium,"High daily amount: $78,528.14 (threshold: $50,000.00)",78528.14,50000.0,97132.99910891088,daily,2024-07-30
VEL-011848,RNG824020,HIGH_DAILY_AMOUNT,high,"High daily amount: $143,511.59 (threshold: $50,000.00)",143511.59,50000.0,97132.99910891088,daily,2024-08-06
VEL-011849,RNG824020,HIGH_DAILY_AMOUNT,critical,"High daily amount: $240,971.90 (threshold: $50,000.00)",240971.9,50000.0,97132.99910891088,daily,2024-08-07
VEL-011850,RNG824020,HIGH_DAILY_AMOUNT,high,"High daily amount: $103,926.85 (threshold: $50,000.00)",103926.85,50000.0,97132.99910891088,daily,2024-08-13
VEL-011851,RNG824020,HIGH_DAILY_AMOUNT,medium,"High daily amount: $93,912.21 (threshold: $50,000.00)",93912.21,50000.0,97132.99910891088,daily,2024-08-14
VEL-011852,RNG824020,HIGH_DAILY_AMOUNT,medium,"High daily amount: $85,163.51 (threshold: $50,000.00)",85163.51,50000.0,97132.99910891088,daily,2024-08-15
VEL-011853,RNG824020,HIGH_DAILY_AMOUNT,critical,"High daily amount: $333,917.89 (threshold: $50,000.00)",333917.89,50000.0,97132.99910891088,daily,2024-08-16
VEL-011854,RNG824020,HIGH_DAILY_AMOUNT,high,"High daily amount: $141,509.38 (threshold: $50,000.00)",141509.38,50000.0,97132.99910891088,daily,2024-08-21
VEL-011855,RNG824020,HIGH_DAILY_AMOUNT,high,"High daily amount: $131,821.68 (threshold: $50,000.00)",131821.68,50000.0,97132.99910891088,daily,2024-08-29
VEL-011856,RNG824020,HIGH_DAILY_AMOUNT,high,"High daily amount: $128,756.01 (threshold: $50,000.00)",128756.01,50000.0,97132.99910891088,daily,2024-09-05
VEL-011857,RNG824020,HIGH_DAILY_AMOUNT,medium,"High daily amount: $99,528.69 (threshold: $50,000.00)",99528.69,50000.0,97132.99910891088,daily,2024-09-08
VEL-011858,RNG824020,HIGH_DAILY_AMOUNT,high,"High daily amount: $141,864.55 (threshold: $50,000.00)",141864.55,50000.0,97132.99910891088,daily,2024-09-09
VEL-011859,RNG824020,HIGH_DAILY_AMOUNT,high,"High daily amount: $124,017.26 (threshold: $50,000.00)",124017.26,50000.0,97132.99910891088,daily,2024-09-13
VEL-011860,RNG824020,HIGH_DAILY_AMOUNT,high,"High daily amount: $113,531.81 (threshold: $50,000.00)",113531.81,50000.0,97132.99910891088,daily,2024-10-05
VEL-011861,RNG824020,HIGH_DAILY_AMOUNT,high,"High daily amount: $130,318.45 (threshold: $50,000.00)",130318.45,50000.0,97132.99910891088,daily,2024-10-10
VEL-011862,RNG824020,HIGH_DAILY_AMOUNT,high,"High daily amount: $135,290.90 (threshold: $50,000.00)",135290.9,50000.0,97132.99910891088,daily,2024-10-14
VEL-011863,RNG824020,HIGH_DAILY_AMOUNT,high,"High daily amount: $100,037.35 (threshold: $50,000.00)",100037.35,50000.0,97132.99910891088,daily,2024-10-19
VEL-011864,RNG824020,HIGH_DAILY_AMOUNT,high,"High daily amount: $123,587.19 (threshold: $50,000.00)",123587.19,50000.0,97132.99910891088,daily,2024-10-29
VEL-011865,RNG824020,HIGH_DAILY_AMOUNT,medium,"High daily amount: $79,083.75 (threshold: $50,000.00)",79083.75,50000.0,97132.99910891088,daily,2024-11-01
VEL-011866,RNG824020,HIGH_DAILY_AMOUNT,medium,"High daily amount: $77,246.93 (threshold: $50,000.00)",77246.93,50000.0,97132.99910891088,daily,2024-11-02
VEL-011867,RNG824020,HIGH_DAILY_AMOUNT,high,"High daily amount: $104,933.06 (threshold: $50,000.00)",104933.06,50000.0,97132.99910891088,daily,2024-11-07
VEL-011868,RNG824020,HIGH_DAILY_AMOUNT,medium,"High daily amount: $82,097.33 (threshold: $50,000.00)",82097.33,50000.0,97132.99910891088,daily,2024-11-13
VEL-011869,RNG824020,HIGH_DAILY_AMOUNT,critical,"High daily amount: $242,643.77 (threshold: $50,000.00)",242643.77000000002,50000.0,97132.99910891088,daily,2024-11-19
VEL-011870,RNG824020,HIGH_DAILY_AMOUNT,high,"High daily amount: $113,606.82 (threshold: $50,000.00)",113606.82,50000.0,97132.99910891088,daily,2024-11-23
VEL-011871,RNG824020,HIGH_DAILY_AMOUNT,high,"High daily amount: $120,894.65 (threshold: $50,000.00)",120894.65,50000.0,97132.99910891088,daily,2024-11-25
VEL-011872,RNG824020,HIGH_DAILY_AMOUNT,medium,"High daily amount: $74,897.16 (threshold: $50,000.00)",74897.16,50000.0,97132.99910891088,daily,2024-11-29
VEL-011873,RNG824020,HIGH_DAILY_AMOUNT,medium,"High daily amount: $72,464.62 (threshold: $50,000.00)",72464.62,50000.0,97132.99910891088,daily,2024-11-30
VEL-011874,RNG824020,HIGH_DAILY_AMOUNT,high,"High daily amount: $142,190.75 (threshold: $50,000.00)",142190.75,50000.0,97132.99910891088,daily,2024-12-05
VEL-011875,RNG824020,HIGH_DAILY_AMOUNT,high,"High daily amount: $100,755.72 (threshold: $50,000.00)",100755.72,50000.0,97132.99910891088,daily,2024-12-19
VEL-011876,RNG824020,HIGH_DAILY_AMOUNT,high,"High daily amount: $126,051.38 (threshold: $50,000.00)",126051.38,50000.0,97132.99910891088,daily,2024-12-21
VEL-011877,RNG824020,HIGH_DAILY_AMOUNT,medium,"High daily amount: $92,777.00 (threshold: $50,000.00)",92777.0,50000.0,97132.99910891088,daily,2024-12-23
VEL-011878,RNG824020,HIGH_DAILY_AMOUNT,medium,"High daily amount: $63,797.11 (threshold: $50,000.00)",63797.11,50000.0,97132.99910891088,daily,2024-12-25
VEL-011879,RNG824020,HIGH_DAILY_AMOUNT,critical,"High daily amount: $215,702.79 (threshold: $50,000.00)",215702.79,50000.0,97132.99910891088,daily,2024-12-26
VEL-011880,RNG824020,HIGH_DAILY_AMOUNT,medium,"High daily amount: $79,130.09 (threshold: $50,000.00)",79130.09,50000.0,97132.99910891088,daily,2024-12-28
VEL-011881,NRM479201,HIGH_DAILY_AMOUNT,medium,"High daily amount: $59,093.59 (threshold: $50,000.00)",59093.59,50000.0,16909.039743589743,daily,2024-03-16
VEL-011882,NRM479201,HIGH_DAILY_AMOUNT,critical,"High daily amount: $373,969.30 (threshold: $50,000.00)",373969.3,50000.0,16909.039743589743,daily,2024-04-01
VEL-011883,NRM479201,HIGH_DAILY_AMOUNT,medium,"High daily amount: $71,731.62 (threshold: $50,000.00)",71731.62,50000.0,16909.039743589743,daily,2024-12-03
VEL-011884,NRM174870,HIGH_DAILY_AMOUNT,medium,"High daily amount: $94,750.41 (threshold: $50,000.00)",94750.41,50000.0,27428.366875000003,daily,2024-01-16
VEL-011885,NRM174870,HIGH_DAILY_AMOUNT,high,"High daily amount: $142,888.43 (threshold: $50,000.00)",142888.43,50000.0,27428.366875000003,daily,2024-02-02
VEL-011886,NRM174870,HIGH_DAILY_AMOUNT,critical,"High daily amount: $235,215.29 (threshold: $50,000.00)",235215.29,50000.0,27428.366875000003,daily,2024-04-15
VEL-011887,NRM174870,HIGH_DAILY_AMOUNT,critical,"High daily amount: $152,146.26 (threshold: $50,000.00)",152146.26,50000.0,27428.366875000003,daily,2024-04-30
VEL-011888,NRM174870,HIGH_DAILY_AMOUNT,high,"High daily amount: $110,210.13 (threshold: $50,000.00)",110210.13,50000.0,27428.366875000003,daily,2024-07-14
VEL-011889,NRM174870,HIGH_DAILY_AMOUNT,medium,"High daily amount: $69,761.78 (threshold: $50,000.00)",69761.78,50000.0,27428.366875000003,daily,2024-10-10
VEL-011890,NRM174870,HIGH_DAILY_AMOUNT,critical,"High daily amount: $236,970.60 (threshold: $50,000.00)",236970.59999999998,50000.0,27428.366875000003,daily,2024-11-06
VEL-011891,NRM174870,HIGH_DAILY_AMOUNT,medium,"High daily amount: $68,294.67 (threshold: $50,000.00)",68294.67,50000.0,27428.366875000003,daily,2024-12-26
VEL-011892,NRM328275,HIGH_DAILY_AMOUNT,high,"High daily amount: $125,997.76 (threshold: $50,000.00)",125997.76,50000.0,41376.89733333332,daily,2024-04-01
VEL-011893,NRM328275,HIGH_DAILY_AMOUNT,high,"High daily amount: $113,020.82 (threshold: $50,000.00)",113020.82,50000.0,41376.89733333332,daily,2024-06-29
VEL-011894,NRM328275,HIGH_DAILY_AMOUNT,critical,"High daily amount: $270,140.65 (threshold: $50,000.00)",270140.65,50000.0,41376.89733333332,daily,2024-07-10
VEL-011895,NRM328275,HIGH_DAILY_AMOUNT,medium,"High daily amount: $72,238.17 (threshold: $50,000.00)",72238.17,50000.0,41376.89733333332,daily,2024-07-15
VEL-011896,NRM328275,HIGH_DAILY_AMOUNT,medium,"High daily amount: $70,763.92 (threshold: $50,000.00)",70763.92,50000.0,41376.89733333332,daily,2024-07-16
VEL-011897,NRM328275,HIGH_DAILY_AMOUNT,medium,"High daily amount: $67,986.86 (threshold: $50,000.00)",67986.86,50000.0,41376.89733333332,daily,2024-07-24
VEL-011898,NRM328275,HIGH_DAILY_AMOUNT,high,"High daily amount: $132,579.86 (threshold: $50,000.00)",132579.86,50000.0,41376.89733333332,daily,2024-11-07
VEL-011899,NRM328275,HIGH_DAILY_AMOUNT,high,"High daily amount: $129,928.26 (threshold: $50,000.00)",129928.26,50000.0,41376.89733333332,daily,2024-11-08
VEL-011900,NRM328275,HIGH_DAILY_AMOUNT,high,"High daily amount: $106,194.94 (threshold: $50,000.00)",106194.94,50000.0,41376.89733333332,daily,2024-11-15
VEL-011901,RNG824025,HIGH_DAILY_AMOUNT,high,"High daily amount: $128,866.06 (threshold: $50,000.00)",128866.06,50000.0,85602.79655172414,daily,2024-01-05
VEL-011902,RNG824025,HIGH_DAILY_AMOUNT,critical,"High daily amount: $301,477.69 (threshold: $50,000.00)",301477.69,50000.0,85602.79655172414,daily,2024-01-11
VEL-011903,RNG824025,HIGH_DAILY_AMOUNT,critical,"High daily amount: $191,307.20 (threshold: $50,000.00)",191307.2,50000.0,85602.79655172414,daily,2024-01-18
VEL-011904,RNG824025,HIGH_DAILY_AMOUNT,high,"High daily amount: $127,851.96 (threshold: $50,000.00)",127851.96,50000.0,85602.79655172414,daily,2024-01-23
VEL-011905,RNG824025,HIGH_DAILY_AMOUNT,high,"High daily amount: $137,254.67 (threshold: $50,000.00)",137254.67,50000.0,85602.79655172414,daily,2024-01-24
VEL-011906,RNG824025,HIGH_DAILY_AMOUNT,medium,"High daily amount: $82,790.61 (threshold: $50,000.00)",82790.61,50000.0,85602.79655172414,daily,2024-01-27
VEL-011907,RNG824025,HIGH_DAILY_AMOUNT,critical,"High daily amount: $151,537.34 (threshold: $50,000.00)",151537.34,50000.0,85602.79655172414,daily,2024-02-04
VEL-011908,RNG824025,HIGH_DAILY_AMOUNT,medium,"High daily amount: $63,322.28 (threshold: $50,000.00)",63322.28,50000.0,85602.79655172414,daily,2024-02-10
VEL-011909,RNG824025,HIGH_DAILY_AMOUNT,medium,"High daily amount: $84,717.86 (threshold: $50,000.00)",84717.86,50000.0,85602.79655172414,daily,2024-02-19
VEL-011910,RNG824025,HIGH_DAILY_AMOUNT,medium,"High daily amount: $51,978.17 (threshold: $50,000.00)",51978.17,50000.0,85602.79655172414,daily,2024-02-27
VEL-011911,RNG824025,HIGH_DAILY_AMOUNT,high,"High daily amount: $138,352.02 (threshold: $50,000.00)",138352.02,50000.0,85602.79655172414,daily,2024-03-01
VEL-011912,RNG824025,HIGH_DAILY_AMOUNT,critical,"High daily amount: $256,073.02 (threshold: $50,000.00)",256073.02000000002,50000.0,85602.79655172414,daily,2024-03-04
VEL-011913,RNG824025,HIGH_DAILY_AMOUNT,medium,"High daily amount: $97,016.32 (threshold: $50,000.00)",97016.32,50000.0,85602.79655172414,daily,2024-03-05
VEL-011914,RNG824025,HIGH_DAILY_AMOUNT,high,"High daily amount: $148,416.80 (threshold: $50,000.00)",148416.8,50000.0,85602.79655172414,daily,2024-03-10
VEL-011915,RNG824025,HIGH_DAILY_AMOUNT,high,"High daily amount: $103,527.87 (threshold: $50,000.00)",103527.87000000001,50000.0,85602.79655172414,daily,2024-03-12
VEL-011916,RNG824025,HIGH_DAILY_AMOUNT,critical,"High daily amount: $248,500.84 (threshold: $50,000.00)",248500.84000000003,50000.0,85602.79655172414,daily,2024-03-16
VEL-011917,RNG824025,HIGH_DAILY_AMOUNT,high,"High daily amount: $104,991.66 (threshold: $50,000.00)",104991.66,50000.0,85602.79655172414,daily,2024-03-18
VEL-011918,RNG824025,HIGH_DAILY_AMOUNT,critical,"High daily amount: $258,398.97 (threshold: $50,000.00)",258398.97000000003,50000.0,85602.79655172414,daily,2024-03-19
VEL-011919,RNG824025,HIGH_DAILY_AMOUNT,high,"High daily amount: $107,257.19 (threshold: $50,000.00)",107257.19,50000.0,85602.79655172414,daily,2024-03-22
VEL-011920,RNG824025,HIGH_DAILY_AMOUNT,medium,"High daily amount: $51,246.31 (threshold: $50,000.00)",51246.31,50000.0,85602.79655172414,daily,2024-03-28
VEL-011921,RNG824025,HIGH_DAILY_AMOUNT,high,"High daily amount: $113,750.80 (threshold: $50,000.00)",113750.8,50000.0,85602.79655172414,daily,2024-04-02
VEL-011922,RNG824025,HIGH_DAILY_AMOUNT,medium,"High daily amount: $84,137.27 (threshold: $50,000.00)",84137.27,50000.0,85602.79655172414,daily,2024-04-03
VEL-011923,RNG824025,HIGH_DAILY_AMOUNT,high,"High daily amount: $128,069.61 (threshold: $50,000.00)",128069.61,50000.0,85602.79655172414,daily,2024-04-06
VEL-011924,RNG824025,HIGH_DAILY_AMOUNT,high,"High daily amount: $128,074.67 (threshold: $50,000.00)",128074.67,50000.0,85602.79655172414,daily,2024-04-15
VEL-011925,RNG824025,HIGH_DAILY_AMOUNT,high,"High daily amount: $147,206.31 (threshold: $50,000.00)",147206.31,50000.0,85602.79655172414,daily,2024-04-19
VEL-011926,RNG824025,HIGH_DAILY_AMOUNT,critical,"High daily amount: $181,100.25 (threshold: $50,000.00)",181100.25,50000.0,85602.79655172414,daily,2024-04-22
VEL-011927,RNG824025,HIGH_DAILY_AMOUNT,medium,"High daily amount: $99,744.16 (threshold: $50,000.00)",99744.16,50000.0,85602.79655172414,daily,2024-04-27
VEL-011928,RNG824025,HIGH_DAILY_AMOUNT,medium,"High daily amount: $59,026.85 (threshold: $50,000.00)",59026.85,50000.0,85602.79655172414,daily,2024-04-30
VEL-011929,RNG824025,HIGH_DAILY_AMOUNT,medium,"High daily amount: $72,026.79 (threshold: $50,000.00)",72026.79,50000.0,85602.79655172414,daily,2024-05-01
VEL-011930,RNG824025,HIGH_DAILY_AMOUNT,medium,"High daily amount: $96,314.60 (threshold: $50,000.00)",96314.6,50000.0,85602.79655172414,daily,2024-05-03
VEL-011931,RNG824025,HIGH_DAILY_AMOUNT,medium,"High daily amount: $75,694.75 (threshold: $50,000.00)",75694.75,50000.0,85602.79655172414,daily,2024-05-06
VEL-011932,RNG824025,HIGH_DAILY_AMOUNT,medium,"High daily amount: $51,573.08 (threshold: $50,000.00)",51573.08,50000.0,85602.79655172414,daily,2024-05-10
VEL-011933,RNG824025,HIGH_DAILY_AMOUNT,high,"High daily amount: $108,619.87 (threshold: $50,000.00)",108619.87,50000.0,85602.79655172414,daily,2024-05-13
VEL-011934,RNG824025,HIGH_DAILY_AMOUNT,high,"High daily amount: $103,618.96 (threshold: $50,000.00)",103618.96,50000.0,85602.79655172414,daily,2024-05-17
VEL-011935,RNG824025,HIGH_DAILY_AMOUNT,high,"High daily amount: $137,102.87 (threshold: $50,000.00)",137102.87,50000.0,85602.79655172414,daily,2024-05-23
VEL-011936,RNG824025,HIGH_DAILY_AMOUNT,medium,"High daily amount: $84,247.47 (threshold: $50,000.00)",84247.47,50000.0,85602.79655172414,daily,2024-06-11
VEL-011937,RNG824025,HIGH_DAILY_AMOUNT,high,"High daily amount: $148,158.42 (threshold: $50,000.00)",148158.42,50000.0,85602.79655172414,daily,2024-06-13
VEL-011938,RNG824025,HIGH_DAILY_AMOUNT,high,"High daily amount: $138,249.02 (threshold: $50,000.00)",138249.02,50000.0,85602.79655172414,daily,2024-06-14
VEL-011939,RNG824025,HIGH_DAILY_AMOUNT,high,"High daily amount: $123,715.28 (threshold: $50,000.00)",123715.28,50000.0,85602.79655172414,daily,2024-06-24
VEL-011940,RNG824025,HIGH_DAILY_AMOUNT,high,"High daily amount: $125,404.23 (threshold: $50,000.00)",125404.23,50000.0,85602.79655172414,daily,2024-06-26
VEL-011941,RNG824025,HIGH_DAILY_AMOUNT,medium,"High daily amount: $67,981.50 (threshold: $50,000.00)",67981.5,50000.0,85602.79655172414,daily,2024-06-27
VEL-011942,RNG824025,HIGH_DAILY_AMOUNT,high,"High daily amount: $102,924.20 (threshold: $50,000.00)",102924.2,50000.0,85602.79655172414,daily,2024-07-15
VEL-011943,RNG824025,HIGH_DAILY_AMOUNT,medium,"High daily amount: $56,082.18 (threshold: $50,000.00)",56082.18,50000.0,85602.79655172414,daily,2024-07-16
VEL-011944,RNG824025,HIGH_DAILY_AMOUNT,medium,"High daily amount: $99,874.07 (threshold: $50,000.00)",99874.07,50000.0,85602.79655172414,daily,2024-07-23
VEL-011945,RNG824025,HIGH_DAILY_AMOUNT,medium,"High daily amount: $86,184.33 (threshold: $50,000.00)",86184.33,50000.0,85602.79655172414,daily,2024-07-28
VEL-011946,RNG824025,HIGH_DAILY_AMOUNT,high,"High daily amount: $132,774.35 (threshold: $50,000.00)",132774.35,50000.0,85602.79655172414,daily,2024-07-31
VEL-011947,RNG824025,HIGH_DAILY_AMOUNT,high,"High daily amount: $114,430.12 (threshold: $50,000.00)",114430.12,50000.0,85602.79655172414,daily,2024-08-01
VEL-011948,RNG824025,HIGH_DAILY_AMOUNT,high,"High daily amount: $149,536.74 (threshold: $50,000.00)",149536.74,50000.0,85602.79655172414,daily,2024-08-07
VEL-011949,RNG824025,HIGH_DAILY_AMOUNT,high,"High daily amount: $145,985.76 (threshold: $50,000.00)",145985.76,50000.0,85602.79655172414,daily,2024-08-10
VEL-011950,RNG824025,HIGH_DAILY_AMOUNT,medium,"High daily amount: $78,590.33 (threshold: $50,000.00)",78590.33,50000.0,85602.79655172414,daily,2024-08-13
VEL-011951,RNG824025,HIGH_DAILY_AMOUNT,medium,"High daily amount: $61,857.35 (threshold: $50,000.00)",61857.35,50000.0,85602.79655172414,daily,2024-08-17
VEL-011952,RNG824025,HIGH_DAILY_AMOUNT,high,"High daily amount: $108,958.54 (threshold: $50,000.00)",108958.54,50000.0,85602.79655172414,daily,2024-08-18
VEL-011953,RNG824025,HIGH_DAILY_AMOUNT,high,"High daily amount: $127,531.36 (threshold: $50,000.00)",127531.36,50000.0,85602.79655172414,daily,2024-08-20
VEL-011954,RNG824025,HIGH_DAILY_AMOUNT,critical,"High daily amount: $163,444.61 (threshold: $50,000.00)",163444.61,50000.0,85602.79655172414,daily,2024-09-07
VEL-011955,RNG824025,HIGH_DAILY_AMOUNT,medium,"High daily amount: $56,958.03 (threshold: $50,000.00)",56958.03,50000.0,85602.79655172414,daily,2024-09-08
VEL-011956,RNG824025,HIGH_DAILY_AMOUNT,medium,"High daily amount: $89,131.72 (threshold: $50,000.00)",89131.72,50000.0,85602.79655172414,daily,2024-09-09
VEL-011957,RNG824025,HIGH_DAILY_AMOUNT,medium,"High daily amount: $75,437.67 (threshold: $50,000.00)",75437.67,50000.0,85602.79655172414,daily,2024-09-11
VEL-011958,RNG824025,HIGH_DAILY_AMOUNT,high,"High daily amount: $146,357.32 (threshold: $50,000.00)",146357.32,50000.0,85602.79655172414,daily,2024-09-12
VEL-011959,RNG824025,HIGH_DAILY_AMOUNT,high,"High daily amount: $132,744.49 (threshold: $50,000.00)",132744.49,50000.0,85602.79655172414,daily,2024-09-17
VEL-011960,RNG824025,HIGH_DAILY_AMOUNT,high,"High daily amount: $101,878.77 (threshold: $50,000.00)",101878.77,50000.0,85602.79655172414,daily,2024-09-18
VEL-011961,RNG824025,HIGH_DAILY_AMOUNT,critical,"High daily amount: $177,478.74 (threshold: $50,000.00)",177478.74,50000.0,85602.79655172414,daily,2024-09-20
VEL-011962,RNG824025,HIGH_DAILY_AMOUNT,medium,"High daily amount: $62,149.20 (threshold: $50,000.00)",62149.2,50000.0,85602.79655172414,daily,2024-09-23
VEL-011963,RNG824025,HIGH_DAILY_AMOUNT,high,"High daily amount: $104,777.58 (threshold: $50,000.00)",104777.58,50000.0,85602.79655172414,daily,2024-10-09
VEL-011964,RNG824025,HIGH_DAILY_AMOUNT,medium,"High daily amount: $79,272.00 (threshold: $50,000.00)",79272.0,50000.0,85602.79655172414,daily,2024-10-11
VEL-011965,RNG824025,HIGH_DAILY_AMOUNT,high,"High daily amount: $101,780.93 (threshold: $50,000.00)",101780.93,50000.0,85602.79655172414,daily,2024-10-23
VEL-011966,RNG824025,HIGH_DAILY_AMOUNT,high,"High daily amount: $104,936.33 (threshold: $50,000.00)",104936.33,50000.0,85602.79655172414,daily,2024-10-24
VEL-011967,RNG824025,HIGH_DAILY_AMOUNT,critical,"High daily amount: $163,897.75 (threshold: $50,000.00)",163897.75,50000.0,85602.79655172414,daily,2024-10-25
VEL-011968,RNG824025,HIGH_DAILY_AMOUNT,medium,"High daily amount: $88,321.79 (threshold: $50,000.00)",88321.79,50000.0,85602.79655172414,daily,2024-10-31
VEL-011969,RNG824025,HIGH_DAILY_AMOUNT,medium,"High daily amount: $71,005.97 (threshold: $50,000.00)",71005.97,50000.0,85602.79655172414,daily,2024-11-07
VEL-011970,RNG824025,HIGH_DAILY_AMOUNT,high,"High daily amount: $117,829.10 (threshold: $50,000.00)",117829.1,50000.0,85602.79655172414,daily,2024-11-09
VEL-011971,RNG824025,HIGH_DAILY_AMOUNT,medium,"High daily amount: $77,541.64 (threshold: $50,000.00)",77541.64,50000.0,85602.79655172414,daily,2024-11-16
VEL-011972,RNG824025,HIGH_DAILY_AMOUNT,high,"High daily amount: $106,767.14 (threshold: $50,000.00)",106767.14,50000.0,85602.79655172414,daily,2024-11-17
VEL-011973,RNG824025,HIGH_DAILY_AMOUNT,critical,"High daily amount: $184,030.72 (threshold: $50,000.00)",184030.72,50000.0,85602.79655172414,daily,2024-11-20
VEL-011974,RNG824025,HIGH_DAILY_AMOUNT,medium,"High daily amount: $79,673.45 (threshold: $50,000.00)",79673.45,50000.0,85602.79655172414,daily,2024-11-27
VEL-011975,RNG824025,HIGH_DAILY_AMOUNT,medium,"High daily amount: $63,223.40 (threshold: $50,000.00)",63223.4,50000.0,85602.79655172414,daily,2024-12-05
VEL-011976,RNG824025,HIGH_DAILY_AMOUNT,high,"High daily amount: $127,685.24 (threshold: $50,000.00)",127685.24,50000.0,85602.79655172414,daily,2024-12-18
