account_id,overall_score,risk_category,alert_score,volume_score,velocity_score,network_score,behavioral_score,alert_count,total_amount,contributing_factors
NRM581141,32.27,medium,38.5,10.44,28.98,70.6,3.24,8,901847.98,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium)
NRM595948,32.21,medium,40.5,9.04,21.76,74.09,7.6,8,858808.04,MULE_PATTERN (high); HIGH_DAILY_AMOUNT (critical); ACTIVITY_SPIKE (critical); ACTIVITY_SPIKE (medium)
NRM802448,32.19,medium,36.0,20.2,22.23,72.78,1.84,11,1212567.34,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (medium); HIGH_DAILY_AMOUNT (medium); ACTIVITY_SPIKE (high)
HRK564071,32.17,medium,45.0,4.64,22.12,70.0,5.72,10,667890.99,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (medium); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium); ACTIVITY_SPIKE (high)
NRM269430,32.17,medium,41.5,11.04,20.53,73.0,3.81,10,921086.2,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (critical); ACTIVITY_SPIKE (medium); HIGH_DAILY_AMOUNT (medium); ACTIVITY_SPIKE (high)
NRM771088,32.15,medium,36.0,9.16,31.86,73.91,2.59,8,861017.73,MULE_PATTERN (medium); HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (critical); HIGH_DAILY_AMOUNT (medium)
NRM575763,32.11,medium,37.5,16.24,21.46,75.19,1.7,9,1096497.76,HIGH_DAILY_AMOUNT (critical); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium)
NRM282480,32.11,medium,40.5,8.24,22.18,76.43,3.89,8,828510.19,HIGH_DAILY_AMOUNT (critical); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (high)
NRM804314,32.1,medium,32.0,6.68,42.44,70.75,4.64,7,773503.5,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); ACTIVITY_SPIKE (high)
NRM465962,32.07,medium,34.0,9.68,35.56,73.12,1.53,8,877154.55,HIGH_DAILY_AMOUNT (critical); ACTIVITY_SPIKE (critical); HIGH_DAILY_AMOUNT (medium); HIGH_DAILY_AMOUNT (high)
NRM765822,32.06,medium,25.5,14.04,42.36,74.29,7.1,7,1015795.96,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (medium); ACTIVITY_SPIKE (high)
HRK331251,32.02,medium,36.5,0.48,25.15,80.42,20.56,9,305113.22,LOCAL_OUTLIER_FACTOR (low); ACTIVITY_SPIKE (medium); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium); ACTIVITY_SPIKE (high)
NRM596171,32.02,medium,39.0,15.32,19.13,71.43,7.68,10,1054785.73,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (medium); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium); ACTIVITY_SPIKE (high)
NRM374680,31.96,medium,35.0,5.04,34.5,76.0,4.05,7,684782.07,HIGH_DAILY_AMOUNT (critical); ACTIVITY_SPIKE (medium); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); ACTIVITY_SPIKE (high)
HRK399607,31.95,medium,38.0,12.04,20.17,73.91,11.24,9,955467.39,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (critical); ACTIVITY_SPIKE (medium); HIGH_DAILY_AMOUNT (medium)
MUL888539,31.95,medium,25.5,10.28,42.58,75.0,12.07,6,899296.65,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (medium); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium)
NRM383060,31.95,medium,27.5,13.2,42.9,72.61,2.11,7,979186.27,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (critical); HIGH_DAILY_AMOUNT (medium); ACTIVITY_SPIKE (high)
NRM349565,31.94,medium,43.5,7.2,21.42,70.0,4.95,10,793358.82,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (medium); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium)
NRM799287,31.93,medium,42.75,8.2,21.32,70.65,4.63,10,828213.49,ACTIVITY_SPIKE (medium); HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ROUND_AMOUNTS (low); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); ACTIVITY_SPIKE (high)
NRM397571,31.87,medium,39.5,5.36,26.57,74.44,4.89,10,700999.91,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (medium); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium)
NRM277934,31.81,medium,30.0,9.4,40.11,74.04,3.0,6,870239.1,HIGH_DAILY_AMOUNT (critical); ACTIVITY_SPIKE (critical)
NRM717889,31.78,medium,39.5,13.24,20.82,71.43,4.32,9,981520.12,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (medium); ACTIVITY_SPIKE (critical); MULE_PATTERN (high)
NRM577110,31.77,medium,37.5,5.8,31.63,71.96,3.69,8,722245.52,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (medium); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium)
NRM766563,31.75,medium,37.5,14.68,23.17,71.43,3.37,9,1033654.32,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium)
HRK720644,31.74,medium,43.0,3.92,21.92,73.6,4.84,10,628581.04,HIGH_DAILY_AMOUNT (critical); ACTIVITY_SPIKE (medium); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium); ACTIVITY_SPIKE (high)
NRM736059,31.73,medium,44.0,4.36,21.91,70.0,5.75,8,656947.95,HIGH_DAILY_AMOUNT (critical); ACTIVITY_SPIKE (critical)
NRM143860,31.73,medium,40.5,12.4,20.18,72.05,2.29,10,959721.11,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (medium); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium)
HRK848206,31.7,medium,39.5,2.16,19.62,77.3,19.22,8,516693.95,HIGH_DAILY_AMOUNT (critical); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium)
MUL898207,31.64,medium,34.75,14.16,22.38,73.64,11.24,11,1016875.73,ACTIVITY_SPIKE (medium); HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ROUND_AMOUNTS (low); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium); ACTIVITY_SPIKE (high)
NRM938742,31.64,medium,40.5,10.68,22.16,71.25,2.11,8,912477.68,HIGH_DAILY_AMOUNT (critical); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (high)
NRM697347,31.59,medium,41.5,9.92,21.91,70.62,1.04,9,881374.14,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (medium); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium)
HRK940346,31.58,medium,39.5,10.56,21.55,73.46,3.15,8,909525.67,HIGH_DAILY_AMOUNT (critical); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium)
MUL833442,31.55,medium,32.5,18.88,22.77,73.09,8.77,9,1175439.15,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (medium); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium)
NRM955662,31.51,medium,29.5,8.04,38.73,72.37,9.76,6,823552.28,HIGH_DAILY_AMOUNT (critical); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium)
MUL751517,31.51,medium,25.75,23.76,22.21,74.85,20.73,7,1325927.74,HIGH_DAILY_AMOUNT (critical); LOCAL_OUTLIER_FACTOR (low); ROUND_AMOUNTS (low); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium)
HRK674485,31.49,medium,38.0,14.24,21.8,72.05,1.72,9,1017836.19,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (medium); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium); ACTIVITY_SPIKE (high)
NRM988662,31.49,medium,30.5,15.6,21.55,73.57,23.47,10,1060484.98,HIGH_DAILY_AMOUNT (critical); LOCAL_OUTLIER_FACTOR (low); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (medium); HIGH_DAILY_AMOUNT (medium); ACTIVITY_SPIKE (high)
NRM629959,31.45,medium,35.0,13.52,15.64,77.8,17.01,8,993105.83,HIGH_DAILY_AMOUNT (critical); LOCAL_OUTLIER_FACTOR (low); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium)
NRM482554,31.43,medium,38.5,4.2,30.09,71.43,3.8,8,648759.69,HIGH_DAILY_AMOUNT (critical); ACTIVITY_SPIKE (medium); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium)
NRM738720,31.42,medium,37.5,13.04,19.55,75.56,4.44,9,972145.17,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium); ACTIVITY_SPIKE (high)
NRM796503,31.4,medium,41.0,3.2,21.22,76.35,7.18,9,596764.77,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium); ACTIVITY_SPIKE (high)
HRK547470,31.4,medium,43.0,5.12,20.97,70.71,5.28,10,687003.85,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium); ACTIVITY_SPIKE (high)
NRM220116,31.4,medium,41.0,9.12,21.45,70.0,4.35,10,860559.63,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (medium); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium); ACTIVITY_SPIKE (high)
NRM472528,31.38,medium,41.5,1.6,20.34,75.56,11.35,10,439714.06,HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (medium); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium)
NRM422451,31.38,medium,34.5,13.8,26.97,73.75,0.84,8,1003984.77,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium)
HRK752483,31.38,medium,39.0,12.32,21.44,71.2,2.96,10,959315.2,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (critical); ACTIVITY_SPIKE (medium); HIGH_DAILY_AMOUNT (medium)
NRM201414,31.37,medium,37.5,6.28,22.86,75.74,10.6,7,760556.19,HIGH_DAILY_AMOUNT (critical); ACTIVITY_SPIKE (critical); MULE_PATTERN (high)
NRM439902,31.37,medium,40.5,21.0,3.47,76.67,7.98,9,1230953.81,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); ACTIVITY_SPIKE (high)
NRM500156,31.37,medium,34.0,6.64,32.29,73.1,7.21,8,773294.84,HIGH_DAILY_AMOUNT (critical); ACTIVITY_SPIKE (critical); HIGH_DAILY_AMOUNT (medium); HIGH_DAILY_AMOUNT (high)
NRM790993,31.36,medium,38.5,10.64,20.75,74.57,4.27,9,910877.5,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (medium); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium)
NRM347861,31.36,medium,34.0,19.0,20.52,73.26,5.64,7,1177276.52,HIGH_DAILY_AMOUNT (critical); ACTIVITY_SPIKE (critical)
NRM982554,31.3,medium,38.5,8.52,22.29,75.62,3.15,8,835667.15,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium)
NRM256294,31.23,medium,37.5,14.44,20.25,73.0,2.18,7,1026367.68,HIGH_DAILY_AMOUNT (critical); ACTIVITY_SPIKE (critical); MULE_PATTERN (high)
NRM519093,31.19,medium,38.0,12.92,22.18,70.6,2.8,8,970007.15,HIGH_DAILY_AMOUNT (critical); ACTIVITY_SPIKE (critical); HIGH_DAILY_AMOUNT (medium)
NRM301629,31.18,medium,29.5,2.96,42.76,73.12,7.41,6,579757.57,HIGH_DAILY_AMOUNT (critical); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium)
NRM852470,31.17,medium,35.0,12.76,20.62,77.5,6.15,8,966907.61,HIGH_DAILY_AMOUNT (critical); ACTIVITY_SPIKE (critical); ACTIVITY_SPIKE (medium); HIGH_DAILY_AMOUNT (high)
NRM329974,31.15,medium,28.5,24.32,20.66,76.14,7.57,8,1363023.57,MULE_PATTERN (medium); HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); HIGH_DAILY_AMOUNT (medium); ACTIVITY_SPIKE (high)
MUL188025,31.15,medium,22.0,22.16,34.37,73.95,10.5,6,1273752.65,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (critical); ACTIVITY_SPIKE (medium); HIGH_DAILY_AMOUNT (medium)
NRM234628,31.14,medium,24.0,16.8,42.78,70.65,2.28,6,1112551.04,HIGH_DAILY_AMOUNT (critical); ACTIVITY_SPIKE (critical); ACTIVITY_SPIKE (medium); HIGH_DAILY_AMOUNT (high)
NRM950132,31.1,medium,37.0,9.44,22.48,76.36,3.1,8,870544.79,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium); ACTIVITY_SPIKE (high)
NRM514850,31.07,medium,38.0,11.96,21.54,71.15,3.92,10,952600.51,HIGH_DAILY_AMOUNT (critical); ACTIVITY_SPIKE (critical); ACTIVITY_SPIKE (medium); HIGH_DAILY_AMOUNT (high)
HRK890075,31.06,medium,40.0,14.36,16.02,70.58,3.94,9,1024714.43,MULE_PATTERN (medium); HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (critical); HIGH_DAILY_AMOUNT (medium)
NRM669605,31.06,medium,31.5,21.08,21.42,72.31,6.87,8,1232760.04,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (critical); ACTIVITY_SPIKE (medium); ACTIVITY_SPIKE (high)
HRK330080,31.05,medium,34.5,17.4,21.54,72.5,3.07,9,1126364.74,HIGH_DAILY_AMOUNT (critical); ACTIVITY_SPIKE (critical); HIGH_DAILY_AMOUNT (medium); ACTIVITY_SPIKE (high)
NRM786508,31.04,medium,39.5,9.76,22.36,70.6,2.03,10,879737.87,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (medium); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium); ACTIVITY_SPIKE (high)
HRK787926,31.04,medium,31.5,20.64,22.65,74.35,2.02,8,1223123.59,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium)
NRM944962,30.93,medium,37.5,8.76,21.22,74.09,6.95,8,847167.7,HIGH_DAILY_AMOUNT (critical); ACTIVITY_SPIKE (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (high)
NRM690341,30.86,medium,35.0,15.56,21.33,72.5,3.59,7,1059335.28,HIGH_DAILY_AMOUNT (critical); ACTIVITY_SPIKE (critical); HIGH_DAILY_AMOUNT (high)
NRM734210,30.81,medium,36.5,13.76,21.59,70.75,3.57,10,1003597.36,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (critical); ACTIVITY_SPIKE (medium); HIGH_DAILY_AMOUNT (medium); ACTIVITY_SPIKE (high)
HRK902784,30.77,medium,40.5,5.24,22.23,71.88,3.15,9,697770.15,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (medium); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium)
HRK827659,30.74,medium,38.0,9.84,21.3,72.73,3.04,8,880854.87,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); ACTIVITY_SPIKE (high)
MUL497542,30.72,medium,30.0,15.72,22.11,75.92,12.63,7,1068302.64,HIGH_DAILY_AMOUNT (critical); ACTIVITY_SPIKE (critical); HIGH_DAILY_AMOUNT (medium)
NRM855731,30.69,medium,41.5,2.92,21.91,70.71,5.95,10,573049.04,HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (critical); ACTIVITY_SPIKE (medium); HIGH_DAILY_AMOUNT (medium); ACTIVITY_SPIKE (high)
NRM731262,30.63,medium,37.5,9.6,22.01,73.6,1.38,11,876999.39,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (critical); ACTIVITY_SPIKE (medium); HIGH_DAILY_AMOUNT (medium); ACTIVITY_SPIKE (high)
NRM377746,30.6,medium,36.5,10.96,20.93,73.26,4.55,8,919841.57,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium)
NRM922733,30.58,medium,30.5,7.48,38.07,70.0,2.98,8,801463.1,HIGH_DAILY_AMOUNT (critical); ACTIVITY_SPIKE (critical); ACTIVITY_SPIKE (medium); HIGH_DAILY_AMOUNT (medium); ACTIVITY_SPIKE (high)
NRM403445,30.57,medium,41.0,3.6,21.5,70.79,5.84,9,617991.37,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium); ACTIVITY_SPIKE (high)
MUL126925,30.54,medium,24.0,27.04,22.69,75.0,9.46,7,1469261.59,HIGH_DAILY_AMOUNT (critical); ACTIVITY_SPIKE (critical); HIGH_DAILY_AMOUNT (medium); HIGH_DAILY_AMOUNT (high)
NRM831076,30.53,medium,33.0,16.08,21.59,72.61,5.52,7,1092231.45,HIGH_DAILY_AMOUNT (critical); ACTIVITY_SPIKE (critical); HIGH_DAILY_AMOUNT (high)
NRM824586,30.48,medium,35.5,5.2,22.31,75.19,12.75,8,694173.27,HIGH_DAILY_AMOUNT (critical); ACTIVITY_SPIKE (medium); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium)
NRM324643,30.46,medium,35.5,14.72,21.15,71.36,1.58,8,1034159.75,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium)
NRM688637,30.44,medium,38.0,8.56,21.71,70.75,4.71,11,838004.33,MULE_PATTERN (medium); HIGH_DAILY_AMOUNT (critical); ACTIVITY_SPIKE (critical); ACTIVITY_SPIKE (medium); HIGH_DAILY_AMOUNT (medium)
HRK618392,30.41,medium,33.5,16.2,22.11,73.0,0.74,8,1094795.39,HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (critical); ACTIVITY_SPIKE (high); HIGH_DAILY_AMOUNT (critical)
NRM871711,30.41,medium,34.5,13.72,20.1,76.11,1.5,10,1003102.17,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (critical); ACTIVITY_SPIKE (medium); HIGH_DAILY_AMOUNT (medium); ACTIVITY_SPIKE (high)
NRM910891,30.38,medium,39.0,1.8,21.29,74.38,9.6,8,475483.44,HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (medium); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); ACTIVITY_SPIKE (high)
NRM776856,30.34,medium,32.0,18.72,20.92,70.79,5.9,9,1169342.09,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (medium); HIGH_DAILY_AMOUNT (medium); ACTIVITY_SPIKE (high)
NRM872840,30.34,medium,39.0,8.08,19.49,71.43,4.58,10,825037.66,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium); ACTIVITY_SPIKE (high)
HRK181247,30.33,medium,24.5,13.96,39.55,71.43,3.43,6,1014702.57,HIGH_DAILY_AMOUNT (critical); ACTIVITY_SPIKE (critical); HIGH_DAILY_AMOUNT (medium); ACTIVITY_SPIKE (high)
HRK891937,30.24,medium,39.5,17.08,7.63,74.84,2.52,10,1118644.56,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (medium); ACTIVITY_SPIKE (critical); MULE_PATTERN (high)
NRM632342,30.17,medium,36.0,14.4,14.94,73.0,7.54,10,1026210.4,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (medium); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium); ACTIVITY_SPIKE (high)
HRK587115,30.12,medium,35.0,11.16,21.99,73.75,1.79,9,926426.5,HIGH_DAILY_AMOUNT (critical); ACTIVITY_SPIKE (critical); ACTIVITY_SPIKE (medium); HIGH_DAILY_AMOUNT (medium)
NRM379786,30.1,medium,44.0,6.92,8.56,74.38,4.48,9,778448.36,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (medium); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); ACTIVITY_SPIKE (high)
HRK359249,30.08,medium,26.0,5.52,43.01,71.88,4.98,7,705611.88,HIGH_DAILY_AMOUNT (critical); ACTIVITY_SPIKE (critical); ACTIVITY_SPIKE (medium); HIGH_DAILY_AMOUNT (medium)
NRM160738,30.05,medium,32.0,9.28,21.96,73.12,16.34,8,864362.21,HIGH_DAILY_AMOUNT (critical); LOCAL_OUTLIER_FACTOR (low); ACTIVITY_SPIKE (medium); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium)
NRM835911,30.05,medium,38.5,3.28,19.85,72.37,10.96,9,601344.82,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (critical); ACTIVITY_SPIKE (medium); ACTIVITY_SPIKE (high)
NRM802258,30.04,medium,34.5,5.76,21.13,77.83,9.19,9,716754.47,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (medium); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium); ACTIVITY_SPIKE (high)
NRM431737,30.03,medium,31.5,8.48,21.36,81.36,8.36,7,834784.69,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium)
NRM802729,29.98,medium,34.5,9.64,22.23,75.5,2.09,7,877122.88,HIGH_DAILY_AMOUNT (critical); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (high)
NRM932291,29.97,medium,38.0,6.08,22.35,71.67,2.34,8,746596.5,HIGH_DAILY_AMOUNT (critical); ACTIVITY_SPIKE (critical); HIGH_DAILY_AMOUNT (high)
NRM237235,29.95,medium,38.0,4.24,21.54,74.44,3.25,8,650185.79,HIGH_DAILY_AMOUNT (critical); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium); ACTIVITY_SPIKE (high)
NRM725380,29.95,medium,31.0,26.4,12.75,73.5,2.48,7,1440677.52,MULE_PATTERN (medium); HIGH_DAILY_AMOUNT (critical); ACTIVITY_SPIKE (critical); HIGH_DAILY_AMOUNT (medium)
NRM334053,29.92,medium,36.5,7.76,21.84,71.43,5.15,7,810192.03,HIGH_DAILY_AMOUNT (critical); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (high)
NRM630458,29.88,medium,35.0,10.08,20.79,75.36,1.52,9,889851.06,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (medium); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium); ACTIVITY_SPIKE (high)
NRM741390,29.88,medium,23.0,26.76,21.05,71.0,16.2,7,1452887.22,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (medium); HIGH_DAILY_AMOUNT (high)
NRM599948,29.87,medium,33.5,10.32,20.81,75.56,5.85,8,901168.81,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (critical); HIGH_DAILY_AMOUNT (medium); ACTIVITY_SPIKE (high)
NRM423232,29.83,medium,31.5,16.36,21.19,74.2,1.67,6,1100514.31,HIGH_DAILY_AMOUNT (critical); ACTIVITY_SPIKE (critical); MULE_PATTERN (high)
NRM517821,29.82,medium,36.5,6.96,22.62,71.07,4.69,7,779632.49,MULE_PATTERN (high); HIGH_DAILY_AMOUNT (critical); ACTIVITY_SPIKE (critical); ACTIVITY_SPIKE (medium)
NRM884475,29.8,medium,38.0,3.12,19.3,76.21,5.86,9,591963.79,HIGH_DAILY_AMOUNT (critical); HIGH_DAILY_AMOUNT (high); ACTIVITY_SPIKE (medium); ACTIVITY_SPIKE (critical); MULE_PATTERN (high); HIGH_DAILY_AMOUNT (medium); ACTIVITY_SPIKE (high)
